LOCO ,TYPE OF LOCO,ZONE,BASE SHED,DIVISION,DATE OF COMMENCEMENT
32958,WAG9H,CR,BSLL,BSL,20-Dec-20
33008,WAG9H,CR,BSLL,BSL,30-Dec-20
33011,WAG9H,CR,BSLL,BSL,15-Dec-20
33291,WAG9H,CR,BSLL,BSL,05-Dec-21
41045,WAG9H,CR,BSLL,BSL,13-Mar-20
43665,WAG9H,CR,BSLL,BSL,23-Jul-24
43680,WAG9H,CR,BSLL,BSL,26-Jul-24
43689,WAG9H,CR,BSLL,BSL,21-Jun-24
43703,WAG9H,CR,BSLL,BSL,16-Jul-24
43721,WAG9H,CR,BSLL,BSL,23-Jul-24
43722,WAG9H,CR,BSLL,BSL,17-Jul-24
31064,WAG9H,CR,DNDE,PUNE,21-Jun-04
31221,WAG9H,CR,DNDE,PUNE,26-Nov-09
31241,WAG9H,CR,DNDE,PUNE,20-Apr-10
32073,WAG9H,CR,DNDE,PUNE,11-Feb-18
38347,WAG9H,CR,DNDE,PUNE,25-Jan-24
38350,WAG9H,CR,DNDE,PUNE,25-Feb-24
38354,WAG9H,CR,DNDE,PUNE,20-Mar-24
38373,WAG9H,CR,DNDE,PUNE,19-Mar-24
38375,WAG9H,CR,DNDE,PUNE,28-Mar-24
38421,WAG9H,CR,DNDE,PUNE,25-Feb-24
38465,WAG9H,CR,DNDE,PUNE,28-Mar-24
38466,WAG9H,CR,DNDE,PUNE,28-Feb-24
38468,WAG9H,CR,DNDE,PUNE,20-Mar-24
38469,WAG9H,CR,DNDE,PUNE,28-Apr-24
38492,WAG9H,CR,DNDE,PUNE,02-Jul-24
38507,WAG9H,CR,DNDE,PUNE,24-Apr-24
38534,WAG9H,CR,DNDE,PUNE,25-May-24
38545,WAG9H,CR,DNDE,PUNE,18-Jul-24
38547,WAG9H,CR,DNDE,PUNE,12-Apr-24
38549,WAG9H,CR,DNDE,PUNE,26-Apr-24
38552,WAG9H,CR,DNDE,PUNE,29-Jul-24
38559,WAG9H,CR,DNDE,PUNE,29-Jul-24
38566,WAG9H,CR,DNDE,PUNE,13-Jul-24
38610,WAG9H,CR,DNDE,PUNE,29-Jul-24
38613,WAG9H,CR,DNDE,PUNE,27-Jul-24
38628,WAG9H,CR,DNDE,PUNE,22-Jul-24
20187,WCM6,CR,KYNE,MMCT,15-Jul-96
20188,WCM6,CR,KYNE,MMCT,30-Jan-96
21861,WCAM2,CR,KYNE,MMCT,06-Sep-95
21862,WCAM2,CR,KYNE,MMCT,14-Feb-96
21863,WCAM2,CR,KYNE,MMCT,14-Feb-96
21864,WCAM2,CR,KYNE,MMCT,04-Sep-95
21865,WCAM2,CR,KYNE,MMCT,12-Sep-95
21866,WCAM2,CR,KYNE,MMCT,11-Dec-95
21867,WCAM2,CR,KYNE,MMCT,14-Feb-96
21868,WCAM2,CR,KYNE,MMCT,18-Sep-95
21869,WCAM2,CR,KYNE,MMCT,14-Feb-96
21870,WCAM2,CR,KYNE,MMCT,10-Jun-98
21871,WCAM2,CR,KYNE,MMCT,03-Aug-97
21872,WCAM2,CR,KYNE,MMCT,01-Jul-98
21873,WCAM2,CR,KYNE,MMCT,15-Nov-97
21874,WCAM2,CR,KYNE,MMCT,01-Jun-98
21875,WCAM2,CR,KYNE,MMCT,12-Apr-96
21876,WCAM2,CR,KYNE,MMCT,12-Apr-98
21877,WCAM2,CR,KYNE,MMCT,12-Apr-98
21878,WCAM2,CR,KYNE,MMCT,05-Jun-96
21879,WCAM2,CR,KYNE,MMCT,25-Apr-96
21880,WCAM2,CR,KYNE,MMCT,05-Jun-96
21881,WCAM3,CR,KYNE,MMCT,15-Oct-96
21882,WCAM3,CR,KYNE,MMCT,15-Oct-96
21883,WCAM3,CR,KYNE,MMCT,03-May-97
21884,WCAM3,CR,KYNE,MMCT,08-Sep-98
21885,WCAM3,CR,KYNE,MMCT,03-May-97
21886,WCAM3,CR,KYNE,MMCT,12-Apr-97
21887,WCAM3,CR,KYNE,MMCT,10-Mar-97
21888,WCAM3,CR,KYNE,MMCT,03-Jun-97
21889,WCAM3,CR,KYNE,MMCT,18-Apr-97
21890,WCAM3,CR,KYNE,MMCT,04-Jul-97
21891,WCAM3,CR,KYNE,MMCT,15-Jun-97
21892,WCAM3,CR,KYNE,MMCT,30-Apr-97
21893,WCAM3,CR,KYNE,MMCT,22-May-97
21894,WCAM3,CR,KYNE,MMCT,13-May-97
21895,WCAM3,CR,KYNE,MMCT,17-Apr-97
21896,WCAM3,CR,KYNE,MMCT,22-Apr-97
21897,WCAM3,CR,KYNE,MMCT,18-May-97
21898,WCAM3,CR,KYNE,MMCT,03-May-97
21899,WCAM3,CR,KYNE,MMCT,19-May-97
21900,WCAM3,CR,KYNE,MMCT,15-May-97
21931,WCAM3,CR,KYNE,MMCT,10-Aug-97
21932,WCAM3,CR,KYNE,MMCT,23-Aug-97
21933,WCAM3,CR,KYNE,MMCT,16-Sep-97
21934,WCAM3,CR,KYNE,MMCT,26-Aug-97
21935,WCAM3,CR,KYNE,MMCT,16-Nov-97
21936,WCAM3,CR,KYNE,MMCT,26-Dec-97
21937,WCAM3,CR,KYNE,MMCT,24-Jan-98
21938,WCAM3,CR,KYNE,MMCT,02-Apr-98
21939,WCAM3,CR,KYNE,MMCT,03-May-98
21940,WCAM3,CR,KYNE,MMCT,30-Dec-97
21941,WCAM3,CR,KYNE,MMCT,02-Sep-98
21942,WCAM3,CR,KYNE,MMCT,02-Sep-98
21943,WCAM3,CR,KYNE,MMCT,03-Sep-98
21944,WCAM3,CR,KYNE,MMCT,21-Feb-98
21945,WCAM3,CR,KYNE,MMCT,21-Mar-98
21946,WCAM3,CR,KYNE,MMCT,19-Mar-98
21947,WCAM3,CR,KYNE,MMCT,27-Mar-98
21948,WCAM3,CR,KYNE,MMCT,15-Apr-98
21949,WCAM3,CR,KYNE,MMCT,28-Mar-98
21950,WCAM3,CR,KYNE,MMCT,20-Apr-98
21951,WCAM3,CR,KYNE,MMCT,02-Aug-99
21952,WCAM3,CR,KYNE,MMCT,25-Apr-98
21953,WCAM3,CR,KYNE,MMCT,11-May-98
21954,WCAM3,CR,KYNE,MMCT,30-Apr-98
21955,WCAM3,CR,KYNE,MMCT,05-May-98
21956,WCAM3,CR,KYNE,MMCT,30-Apr-98
21957,WCAM3,CR,KYNE,MMCT,05-Sep-98
21958,WCAM3,CR,KYNE,MMCT,14-Nov-98
21959,WCAM3,CR,KYNE,MMCT,13-May-98
21960,WCAM3,CR,KYNE,MMCT,15-May-98
21961,WCAM3,CR,KYNE,MMCT,05-May-98
21962,WCAM3,CR,KYNE,MMCT,12-Dec-98
21963,WCAM3,CR,KYNE,MMCT,17-Nov-98
21970,WCAG1,CR,KYNE,MMCT,24-Jun-99
21971,WCAG1,CR,KYNE,MMCT,06-Jun-99
21972,WCAG1,CR,KYNE,MMCT,26-Jul-99
21973,WCAG1,CR,KYNE,MMCT,14-Jul-99
21974,WCAG1,CR,KYNE,MMCT,06-Jun-99
21975,WCAG1,CR,KYNE,MMCT,20-Sep-99
21976,WCAG1,CR,KYNE,MMCT,13-Dec-99
21977,WCAG1,CR,KYNE,MMCT,12-Feb-99
21978,WCAG1,CR,KYNE,MMCT,21-Feb-00
21979,WCAG1,CR,KYNE,MMCT,10-Jan-00
21980,WCAG1,CR,KYNE,MMCT,16-Feb-00
21981,WCAG1,CR,KYNE,MMCT,28-Jan-00
27101,WAG7,CR,KYNE,MMCT,26-Feb-96
27105,WAG7,CR,KYNE,MMCT,03-Jun-96
27108,WAG7,CR,KYNE,MMCT,30-Mar-96
27109,WAG7,CR,KYNE,MMCT,01-May-96
27110,WAG7,CR,KYNE,MMCT,04-Jul-96
27111,WAG7,CR,KYNE,MMCT,29-Mar-97
27112,WAG7,CR,KYNE,MMCT,04-Jun-96
27117,WAG7,CR,KYNE,MMCT,18-Jun-96
27118,WAG7,CR,KYNE,MMCT,25-Jun-96
27121,WAG7,CR,KYNE,MMCT,05-Jul-96
27123,WAG7,CR,KYNE,MMCT,13-Jul-96
27124,WAG7,CR,KYNE,MMCT,27-Apr-96
27125,WAG7,CR,KYNE,MMCT,14-Jul-96
27126,WAG7,CR,KYNE,MMCT,06-Sep-96
27128,WAG7,CR,KYNE,MMCT,12-Aug-96
27130,WAG7,CR,KYNE,MMCT,08-Aug-96
27132,WAG7,CR,KYNE,MMCT,31-Aug-96
27136,WAG7,CR,KYNE,MMCT,01-Sep-96
27138,WAG7,CR,KYNE,MMCT,27-Oct-96
27150,WAG7,CR,KYNE,MMCT,12-Sep-96
27205,WAG7,CR,KYNE,MMCT,16-Feb-97
27207,WAG7,CR,KYNE,MMCT,20-Mar-97
27209,WAG7,CR,KYNE,MMCT,26-Mar-97
27213,WAG7,CR,KYNE,MMCT,02-Apr-96
27217,WAG7,CR,KYNE,MMCT,25-May-97
27218,WAG7,CR,KYNE,MMCT,16-Apr-97
27221,WAG7,CR,KYNE,MMCT,17-Apr-97
27228,WAG7,CR,KYNE,MMCT,23-Aug-97
27239,WAG7,CR,KYNE,MMCT,05-Jul-97
27240,WAG7,CR,KYNE,MMCT,13-Jul-97
27254,WAG7,CR,KYNE,MMCT,17-Oct-97
27257,WAG7,CR,KYNE,MMCT,05-Sep-97
27258,WAG7,CR,KYNE,MMCT,28-Aug-97
27259,WAG7,CR,KYNE,MMCT,09-Sep-97
27260,WAG7,CR,KYNE,MMCT,21-Oct-97
27264,WAG7,CR,KYNE,MMCT,20-Sep-97
27265,WAG7,CR,KYNE,MMCT,14-Oct-97
27266,WAG7,CR,KYNE,MMCT,22-Sep-97
27277,WAG7,CR,KYNE,MMCT,30-Dec-97
27284,WAG7,CR,KYNE,MMCT,11-Jun-97
27287,WAG7,CR,KYNE,MMCT,04-Apr-98
27289,WAG7,CR,KYNE,MMCT,13-Apr-98
27290,WAG7,CR,KYNE,MMCT,12-Jun-97
27304,WAG7,CR,KYNE,MMCT,31-Mar-98
27316,WAG7,CR,KYNE,MMCT,03-May-98
27319,WAG7,CR,KYNE,MMCT,28-Feb-98
27320,WAG7,CR,KYNE,MMCT,21-Feb-98
27352,WAG7,CR,KYNE,MMCT,15-May-98
27356,WAG7,CR,KYNE,MMCT,29-Mar-98
27367,WAG7,CR,KYNE,MMCT,30-May-98
27374,WAG7,CR,KYNE,MMCT,29-May-96
27375,WAG7,CR,KYNE,MMCT,24-Jun-98
27395,WAG7,CR,KYNE,MMCT,08-Aug-98
27397,WAG7,CR,KYNE,MMCT,24-Aug-98
27399,WAG7,CR,KYNE,MMCT,24-Aug-98
27400,WAG7,CR,KYNE,MMCT,26-Aug-98
27407,WAG7,CR,KYNE,MMCT,13-Oct-98
27408,WAG7,CR,KYNE,MMCT,14-Sep-98
27410,WAG7,CR,KYNE,MMCT,17-Sep-98
27411,WAG7,CR,KYNE,MMCT,10-Sep-98
27418,WAG7,CR,KYNE,MMCT,31-Oct-98
27431,WAG7,CR,KYNE,MMCT,22-Dec-98
27485,WAG7,CR,KYNE,MMCT,25-Jun-99
28556,WAG7,CR,KYNE,MMCT,01-Apr-13
28557,WAG7,CR,KYNE,MMCT,07-Apr-13
28558,WAG7,CR,KYNE,MMCT,18-Apr-13
28559,WAG7,CR,KYNE,MMCT,25-Apr-13
28560,WAG7,CR,KYNE,MMCT,08-Apr-13
30235,WAP7,CR,KYNE,MMCT,02-May-08
30268,WAP7,CR,KYNE,MMCT,11-Apr-11
30269,WAP7,CR,KYNE,MMCT,13-Mar-11
30281,WAP7,CR,KYNE,MMCT,11-Nov-10
30284,WAP7,CR,KYNE,MMCT,21-Jan-11
30304,WAP7,CR,KYNE,MMCT,07-Dec-11
30537,WAP7,CR,KYNE,MMCT,23-May-17
30542,WAP7,CR,KYNE,MMCT,19-Jun-17
30543,WAP7,CR,KYNE,MMCT,14-Jun-17
30546,WAP7,CR,KYNE,MMCT,31-Aug-17
30550,WAP7,CR,KYNE,MMCT,30-Jun-17
30551,WAP7,CR,KYNE,MMCT,01-Sep-17
30579,WAP7,CR,KYNE,MMCT,07-Feb-18
30580,WAP7,CR,KYNE,MMCT,18-Feb-18
30592,WAP7,CR,KYNE,MMCT,03-Apr-18
30593,WAP7,CR,KYNE,MMCT,31-Oct-17
30619,WAP7,CR,KYNE,MMCT,22-Jan-18
30737,WAP7,CR,KYNE,MMCT,25-Aug-18
37052,WAP7,CR,KYNE,MMCT,04-Apr-19
37055,WAP7,CR,KYNE,MMCT,05-Mar-19
37078,WAP7,CR,KYNE,MMCT,10-Apr-19
37079,WAP7,CR,KYNE,MMCT,10-Apr-19
37194,WAP7,CR,KYNE,MMCT,20-Aug-19
37262,WAP7,CR,KYNE,MMCT,13-Jan-20
37274,WAP7,CR,KYNE,MMCT,04-Jan-20
37276,WAP7,CR,KYNE,MMCT,12-Jan-20
37323,WAP7,CR,KYNE,MMCT,02-Mar-20
37325,WAP7,CR,KYNE,MMCT,04-Mar-20
37329,WAP7,CR,KYNE,MMCT,06-Mar-20
37333,WAP7,CR,KYNE,MMCT,24-Aug-20
37335,WAP7,CR,KYNE,MMCT,26-May-20
37412,WAP7,CR,KYNE,MMCT,22-Nov-20
37414,WAP7,CR,KYNE,MMCT,06-Oct-20
37454,WAP7,CR,KYNE,MMCT,05-Jan-21
37488,WAP7,CR,KYNE,MMCT,20-Jan-21
37536,WAP7,CR,KYNE,MMCT,28-Apr-21
37537,WAP7,CR,KYNE,MMCT,01-Jun-21
37551,WAP7,CR,KYNE,MMCT,31-May-21
37553,WAP7,CR,KYNE,MMCT,28-Apr-21
37554,WAP7,CR,KYNE,MMCT,23-Apr-21
37555,WAP7,CR,KYNE,MMCT,31-Jul-21
37556,WAP7,CR,KYNE,MMCT,31-Jul-21
37557,WAP7,CR,KYNE,MMCT,01-Jun-21
37560,WAP7,CR,KYNE,MMCT,28-Jul-21
37561,WAP7,CR,KYNE,MMCT,30-May-21
37565,WAP7,CR,KYNE,MMCT,28-May-21
37572,WAP7,CR,KYNE,MMCT,25-Jul-21
37584,WAP7,CR,KYNE,MMCT,31-Jul-21
37634,WAP7,CR,KYNE,MMCT,20-Jan-24
37635,WAP7,CR,KYNE,MMCT,20-Jan-24
37636,WAP7,CR,KYNE,MMCT,20-Jan-24
39003,WAP7,CR,KYNE,MMCT,03-Dec-18
39033,WAP7,CR,KYNE,MMCT,10-Apr-19
39045,WAP7,CR,KYNE,MMCT,31-May-19
39046,WAP7,CR,KYNE,MMCT,14-Jul-19
39047,WAP7,CR,KYNE,MMCT,08-Aug-19
39050,WAP7,CR,KYNE,MMCT,19-Jul-19
39052,WAP7,CR,KYNE,MMCT,02-Jul-19
39053,WAP7,CR,KYNE,MMCT,02-Jul-19
39055,WAP7,CR,KYNE,MMCT,02-Jul-19
39056,WAP7,CR,KYNE,MMCT,01-Aug-19
39061,WAP7,CR,KYNE,MMCT,01-Aug-19
39062,WAP7,CR,KYNE,MMCT,01-Aug-19
39068,WAP7,CR,KYNE,MMCT,03-Oct-19
39070,WAP7,CR,KYNE,MMCT,29-Aug-19
39076,WAP7,CR,KYNE,MMCT,28-Oct-19
39128,WAP7,CR,KYNE,MMCT,09-Mar-20
39130,WAP7,CR,KYNE,MMCT,11-Mar-20
39167,WAP7,CR,KYNE,MMCT,14-Mar-21
39168,WAP7,CR,KYNE,MMCT,13-Mar-21
39180,WAP7,CR,KYNE,MMCT,29-Apr-21
39181,WAP7,CR,KYNE,MMCT,23-Apr-21
39187,WAP7,CR,KYNE,MMCT,25-May-21
39188,WAP7,CR,KYNE,MMCT,01-Jun-21
30224,WAP7,CR,PADX,PUNE,17-Jun-06
30264,WAP7,CR,PADX,PUNE,02-Feb-11
30302,WAP7,CR,PADX,PUNE,02-Dec-11
30688,WAP7,CR,PADX,PUNE,13-Sep-18
30696,WAP7,CR,PADX,PUNE,25-Jan-19
30703,WAP7,CR,PADX,PUNE,19-Mar-19
30709,WAP7,CR,PADX,PUNE,27-Aug-18
30729,WAP7,CR,PADX,PUNE,03-Jan-19
30734,WAP7,CR,PADX,PUNE,09-Aug-18
30736,WAP7,CR,PADX,PUNE,12-Dec-18
30738,WAP7,CR,PADX,PUNE,10-Jan-19
30772,WAP7,CR,PADX,PUNE,23-Dec-20
30790,WAP7,CR,PADX,PUNE,11-Aug-20
30800,WAP7,CR,PADX,PUNE,07-Oct-20
30818,WAP7,CR,PADX,PUNE,27-Feb-21
31066,WAG9H,CR,PADX,PUNE,19-Sep-04
31079,WAG9H,CR,PADX,PUNE,17-Dec-05
31110,WAG9H,CR,PADX,PUNE,11-Dec-06
33513,WAG9H,CR,PADX,PUNE,30-Apr-22
33514,WAG9H,CR,PADX,PUNE,20-May-22
33559,WAG9H,CR,PADX,PUNE,27-Apr-22
37001,WAP7,CR,PADX,PUNE,13-Aug-18
37002,WAP7,CR,PADX,PUNE,01-Sep-18
37012,WAP7,CR,PADX,PUNE,19-Sep-18
37022,WAP7,CR,PADX,PUNE,01-Nov-18
37027,WAP7,CR,PADX,PUNE,22-Nov-18
37147,WAP7,CR,PADX,PUNE,24-Jul-19
37148,WAP7,CR,PADX,PUNE,20-Aug-19
37166,WAP7,CR,PADX,PUNE,12-Sep-19
37167,WAP7,CR,PADX,PUNE,07-Aug-19
37288,WAP7,CR,PADX,PUNE,31-Jan-20
37289,WAP7,CR,PADX,PUNE,26-Dec-19
37343,WAP7,CR,PADX,PUNE,26-Apr-20
37345,WAP7,CR,PADX,PUNE,22-May-20
37347,WAP7,CR,PADX,PUNE,01-Aug-20
37410,WAP7,CR,PADX,PUNE,01-Oct-20
37707,WAP7,CR,PADX,PUNE,19-May-24
37708,WAP7,CR,PADX,PUNE,28-May-24
37711,WAP7,CR,PADX,PUNE,11-Jul-24
37724,WAP7,CR,PADX,PUNE,28-Jul-24
37725,WAP7,CR,PADX,PUNE,29-Jul-24
39005,WAP7,CR,PADX,PUNE,26-Dec-18
39049,WAP7,CR,PADX,PUNE,05-Jul-19
39182,WAP7,CR,PADX,PUNE,20-Apr-21
39365,WAP7,CR,PADX,PUNE,02-Jul-24
39366,WAP7,CR,PADX,PUNE,06-Jul-24
41714,WAG9H,CR,PADX,PUNE,31-Jan-23
41715,WAG9H,CR,PADX,PUNE,27-Jan-23
43002,WAG9H,CR,PADX,PUNE,03-Jul-22
43003,WAG9H,CR,PADX,PUNE,16-Jul-22
43574,WAG9H,CR,PADX,PUNE,02-Jun-24
43586,WAG9H,CR,PADX,PUNE,06-Jul-24
43587,WAG9H,CR,PADX,PUNE,23-Feb-24
43592,WAG9H,CR,PADX,PUNE,31-May-24
43593,WAG9H,CR,PADX,PUNE,25-May-24
43599,WAG9H,CR,PADX,PUNE,24-May-24
43600,WAG9H,CR,PADX,PUNE,14-May-24
43606,WAG9H,CR,PADX,PUNE,07-Apr-24
43607,WAG9H,CR,PADX,PUNE,23-Feb-24
43616,WAG9H,CR,PADX,PUNE,20-Mar-24
43618,WAG9H,CR,PADX,PUNE,08-Jun-24
43619,WAG9H,CR,PADX,PUNE,13-Mar-24
24571,WAG7,ECoR,ANGE,KUR,08-Nov-11
24572,WAG7,ECoR,ANGE,KUR,11-Nov-11
24573,WAG7,ECoR,ANGE,KUR,17-Nov-11
24574,WAG7,ECoR,ANGE,KUR,21-Nov-11
24576,WAG7,ECoR,ANGE,KUR,21-Dec-11
24577,WAG7,ECoR,ANGE,KUR,26-Nov-11
24578,WAG7,ECoR,ANGE,KUR,15-Jan-12
24579,WAG7,ECoR,ANGE,KUR,27-Dec-11
24581,WAG7,ECoR,ANGE,KUR,16-Feb-12
24582,WAG7,ECoR,ANGE,KUR,06-Jan-12
24583,WAG7,ECoR,ANGE,KUR,23-Jan-12
24584,WAG7,ECoR,ANGE,KUR,23-Jan-12
24585,WAG7,ECoR,ANGE,KUR,27-Feb-12
24588,WAG7,ECoR,ANGE,KUR,22-Mar-12
24589,WAG7,ECoR,ANGE,KUR,22-Feb-12
24596,WAG7,ECoR,ANGE,KUR,14-Mar-12
24625,WAG7,ECoR,ANGE,KUR,14-Jan-13
24633,WAG7,ECoR,ANGE,KUR,16-Mar-13
24639,WAG7,ECoR,ANGE,KUR,16-Mar-13
24640,WAG7,ECoR,ANGE,KUR,16-Jan-13
24642,WAG7,ECoR,ANGE,KUR,19-Jan-13
24643,WAG7,ECoR,ANGE,KUR,08-May-13
24645,WAG7,ECoR,ANGE,KUR,27-Feb-13
24648,WAG7,ECoR,ANGE,KUR,19-Feb-13
24649,WAG7,ECoR,ANGE,KUR,22-Apr-13
27840,WAG7,ECoR,ANGE,KUR,01-Mar-07
27841,WAG7,ECoR,ANGE,KUR,01-Mar-07
27882,WAG7,ECoR,ANGE,KUR,13-Jul-07
27883,WAG7,ECoR,ANGE,KUR,13-Jul-07
27884,WAG7,ECoR,ANGE,KUR,13-Jul-07
27886,WAG7,ECoR,ANGE,KUR,20-Jul-07
27887,WAG7,ECoR,ANGE,KUR,30-Jul-07
27888,WAG7,ECoR,ANGE,KUR,03-Aug-07
27889,WAG7,ECoR,ANGE,KUR,04-Aug-07
27890,WAG7,ECoR,ANGE,KUR,12-Aug-07
27891,WAG7,ECoR,ANGE,KUR,13-Aug-07
27931,WAG7,ECoR,ANGE,KUR,12-Jan-08
27932,WAG7,ECoR,ANGE,KUR,06-Jan-08
27933,WAG7,ECoR,ANGE,KUR,10-Jan-08
27934,WAG7,ECoR,ANGE,KUR,20-Jan-08
27936,WAG7,ECoR,ANGE,KUR,26-Jan-08
27937,WAG7,ECoR,ANGE,KUR,24-Jan-08
27938,WAG7,ECoR,ANGE,KUR,02-Feb-08
27945,WAG7,ECoR,ANGE,KUR,04-Mar-08
27949,WAG7,ECoR,ANGE,KUR,30-Mar-08
27951,WAG7,ECoR,ANGE,KUR,13-Mar-08
27954,WAG7,ECoR,ANGE,KUR,29-Mar-08
27955,WAG7,ECoR,ANGE,KUR,29-Mar-08
27976,WAG7,ECoR,ANGE,KUR,06-Jun-08
27977,WAG7,ECoR,ANGE,KUR,13-Jun-08
27979,WAG7,ECoR,ANGE,KUR,20-Jul-08
27980,WAG7,ECoR,ANGE,KUR,29-Jun-08
27982,WAG7,ECoR,ANGE,KUR,02-Jul-08
27983,WAG7,ECoR,ANGE,KUR,29-Jul-08
27985,WAG7,ECoR,ANGE,KUR,27-Aug-08
27988,WAG7,ECoR,ANGE,KUR,29-Jul-08
27990,WAG7,ECoR,ANGE,KUR,29-Sep-08
27991,WAG7,ECoR,ANGE,KUR,14-Aug-08
27996,WAG7,ECoR,ANGE,KUR,08-Sep-08
27997,WAG7,ECoR,ANGE,KUR,16-Sep-08
27998,WAG7,ECoR,ANGE,KUR,29-Sep-08
27999,WAG7,ECoR,ANGE,KUR,15-Sep-08
28007,WAG7,ECoR,ANGE,KUR,16-Oct-08
28008,WAG7,ECoR,ANGE,KUR,21-Oct-08
28045,WAG7,ECoR,ANGE,KUR,18-Mar-09
28046,WAG7,ECoR,ANGE,KUR,17-May-09
28047,WAG7,ECoR,ANGE,KUR,11-Mar-09
28048,WAG7,ECoR,ANGE,KUR,31-Mar-09
28049,WAG7,ECoR,ANGE,KUR,10-Mar-09
28050,WAG7,ECoR,ANGE,KUR,06-Mar-09
28051,WAG7,ECoR,ANGE,KUR,14-Mar-09
28052,WAG7,ECoR,ANGE,KUR,15-Mar-09
28053,WAG7,ECoR,ANGE,KUR,26-Mar-09
28054,WAG7,ECoR,ANGE,KUR,18-Mar-09
28085,WAG7,ECoR,ANGE,KUR,23-Jul-09
28086,WAG7,ECoR,ANGE,KUR,29-Jun-09
28087,WAG7,ECoR,ANGE,KUR,29-Jul-09
28088,WAG7,ECoR,ANGE,KUR,18-Jul-09
28089,WAG7,ECoR,ANGE,KUR,03-Jul-09
28090,WAG7,ECoR,ANGE,KUR,04-Jul-09
28091,WAG7,ECoR,ANGE,KUR,04-Aug-09
28092,WAG7,ECoR,ANGE,KUR,26-Jul-09
28093,WAG7,ECoR,ANGE,KUR,25-Jul-09
28094,WAG7,ECoR,ANGE,KUR,05-Aug-09
28095,WAG7,ECoR,ANGE,KUR,11-Aug-09
28096,WAG7,ECoR,ANGE,KUR,07-Sep-09
28097,WAG7,ECoR,ANGE,KUR,12-Aug-09
28098,WAG7,ECoR,ANGE,KUR,18-Sep-09
28099,WAG7,ECoR,ANGE,KUR,18-Aug-09
28100,WAG7,ECoR,ANGE,KUR,15-Aug-09
28101,WAG7,ECoR,ANGE,KUR,29-Aug-09
28102,WAG7,ECoR,ANGE,KUR,25-Sep-09
28103,WAG7,ECoR,ANGE,KUR,16-Sep-09
28104,WAG7,ECoR,ANGE,KUR,03-Sep-09
28105,WAG7,ECoR,ANGE,KUR,12-Sep-09
28106,WAG7,ECoR,ANGE,KUR,11-Sep-09
28107,WAG7,ECoR,ANGE,KUR,13-Oct-09
28108,WAG7,ECoR,ANGE,KUR,30-Sep-09
28109,WAG7,ECoR,ANGE,KUR,04-Oct-09
28136,WAG7,ECoR,ANGE,KUR,13-Dec-09
28137,WAG7,ECoR,ANGE,KUR,24-Jan-10
28139,WAG7,ECoR,ANGE,KUR,25-Dec-09
28140,WAG7,ECoR,ANGE,KUR,22-Jan-10
28141,WAG7,ECoR,ANGE,KUR,29-Jan-10
28142,WAG7,ECoR,ANGE,KUR,26-Dec-09
28143,WAG7,ECoR,ANGE,KUR,01-Feb-10
28144,WAG7,ECoR,ANGE,KUR,04-Feb-10
28165,WAG7,ECoR,ANGE,KUR,09-Apr-10
28166,WAG7,ECoR,ANGE,KUR,22-Apr-10
28167,WAG7,ECoR,ANGE,KUR,09-Jun-10
28168,WAG7,ECoR,ANGE,KUR,07-Apr-10
28169,WAG7,ECoR,ANGE,KUR,23-Apr-10
28170,WAG7,ECoR,ANGE,KUR,13-Apr-10
28171,WAG7,ECoR,ANGE,KUR,13-May-10
28172,WAG7,ECoR,ANGE,KUR,21-Apr-10
28173,WAG7,ECoR,ANGE,KUR,05-May-10
28174,WAG7,ECoR,ANGE,KUR,09-Apr-10
28180,WAG7,ECoR,ANGE,KUR,14-Apr-10
28181,WAG7,ECoR,ANGE,KUR,14-Apr-10
28182,WAG7,ECoR,ANGE,KUR,01-May-10
28183,WAG7,ECoR,ANGE,KUR,06-May-10
28184,WAG7,ECoR,ANGE,KUR,24-Apr-10
28185,WAG7,ECoR,ANGE,KUR,10-Jun-10
28186,WAG7,ECoR,ANGE,KUR,29-Apr-10
28187,WAG7,ECoR,ANGE,KUR,13-May-10
28188,WAG7,ECoR,ANGE,KUR,05-May-10
28189,WAG7,ECoR,ANGE,KUR,10-Nov-10
28237,WAG7,ECoR,ANGE,KUR,14-Oct-10
28238,WAG7,ECoR,ANGE,KUR,18-Oct-10
28239,WAG7,ECoR,ANGE,KUR,27-Oct-10
28240,WAG7,ECoR,ANGE,KUR,11-Oct-10
28241,WAG7,ECoR,ANGE,KUR,02-Nov-10
28242,WAG7,ECoR,ANGE,KUR,26-Nov-10
28243,WAG7,ECoR,ANGE,KUR,24-Oct-10
28244,WAG7,ECoR,ANGE,KUR,03-Nov-10
28245,WAG7,ECoR,ANGE,KUR,21-Nov-10
28246,WAG7,ECoR,ANGE,KUR,14-Nov-10
28247,WAG7,ECoR,ANGE,KUR,13-Nov-10
28293,WAG7,ECoR,ANGE,KUR,12-Mar-11
28294,WAG7,ECoR,ANGE,KUR,22-Mar-11
28295,WAG7,ECoR,ANGE,KUR,28-Apr-11
28296,WAG7,ECoR,ANGE,KUR,06-Apr-11
28297,WAG7,ECoR,ANGE,KUR,31-Mar-11
28308,WAG7,ECoR,ANGE,KUR,06-May-11
28309,WAG7,ECoR,ANGE,KUR,16-May-11
28311,WAG7,ECoR,ANGE,KUR,01-May-11
28312,WAG7,ECoR,ANGE,KUR,26-May-11
28430,WAG7,ECoR,ANGE,KUR,22-Mar-12
